id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-10289,"Patricia Lopez",Germany,66974,0.3222,635,11030,Other,70,0.3977,Reject
LENDING-10290,"Sarah Williams",Singapore,25735,0.1202,722,11967,Male,34,0.2628,Approve
LENDING-10291,"Michael Jones",United States,47080,0.5366,661,12133,Female,73,0.4436,Reject
LENDING-10292,"Joseph Lopez",Germany,50275,0.2386,720,9051,Male,53,0.2883,Approve
LENDING-10293,"William Brown",Australia,50402,0.4031,729,21229,Other,56,0.3277,Approve
LENDING-10294,"Sarah Gonzalez",France,14710,0.0714,703,5861,Male,50,0.2744,Approve
LENDING-10295,"James Moore",United Kingdom,16618,0.3092,842,5134,Male,50,0.1932,Approve
LENDING-10296,"Jennifer Anderson",France,54529,0.3119,750,17530,Female,54,0.2754,Approve
LENDING-10297,"Mary Wilson",Japan,56646,0.3757,692,25773,Male,48,0.3568,Approve
LENDING-10298,"Linda Jackson",France,43966,0.4191,579,5231,Male,70,0.4994,Reject
LENDING-10299,"Robert Smith",United States,21559,0.1439,746,5000,Female,59,0.2458,Approve
LENDING-10300,"Michael Brown",Australia,26467,0.2374,591,10073,Female,42,0.4405,Reject
LENDING-10301,"Karen Anderson",Singapore,12999,0.5482,745,5000,Male,21,0.3725,Reject
LENDING-10302,"Jennifer Williams",United Kingdom,33488,0.1499,849,9594,Other,19,0.1293,Approve
LENDING-10303,"Barbara Anderson",France,109731,0.3197,754,43865,Other,65,0.2458,Approve
LENDING-10304,"Elizabeth Gonzalez",Germany,88919,0.4371,586,11981,Female,37,0.4747,Reject
LENDING-10305,"Barbara Williams",United States,43422,0.2439,728,8687,Female,70,0.2845,Approve
LENDING-10306,"Susan Lopez",France,29704,0.3419,698,5000,Male,59,0.3535,Approve
LENDING-10307,"Thomas Martinez",Australia,39940,0.3303,735,18364,Male,34,0.3046,Approve
LENDING-10308,"Thomas Thomas",Japan,17815,0.2705,740,7049,Male,43,0.2922,Approve
LENDING-10309,"Robert Miller",Singapore,97000,0.1001,702,17169,Female,63,0.2430,Approve
LENDING-10310,"Richard Smith",Germany,46875,0.0933,656,5961,Other,29,0.3162,Reject
LENDING-10311,"Jennifer Williams",Canada,51869,0.2836,773,14724,Other,32,0.2431,Approve
LENDING-10312,"Mary Thomas",France,26844,0.2916,672,5000,Male,28,0.3682,Approve
LENDING-10313,"Jessica Williams",United Kingdom,12636,0.3486,665,5000,Female,72,0.4001,Approve
LENDING-10314,"Linda Jones",France,49332,0.4567,651,18786,Other,21,0.4294,Reject
LENDING-10315,"Michael Hernandez",Canada,32274,0.1569,626,12702,Female,43,0.3753,Reject
LENDING-10316,"Richard Wilson",Singapore,25346,0.3777,637,5476,Male,21,0.4330,Reject
LENDING-10317,"Michael Thomas",United States,40897,0.2258,743,11557,Female,54,0.2640,Approve
LENDING-10318,"David Miller",Germany,43011,0.3148,604,10838,Male,62,0.4413,Reject
LENDING-10319,"Susan Johnson",United Kingdom,28895,0.4356,781,13748,Female,76,0.2915,Approve
LENDING-10320,"William Anderson",United Kingdom,90165,0.3769,556,32439,Male,56,0.4887,Reject
LENDING-10321,"Patricia Hernandez",United Kingdom,37446,0.3130,638,6332,Female,32,0.4064,Reject
LENDING-10322,"Richard Anderson",France,57891,0.0892,734,6122,Other,35,0.2244,Approve
LENDING-10323,"James Wilson",Germany,42212,0.4298,784,11012,Male,71,0.2798,Approve
LENDING-10324,"David Martin",United States,32686,0.2027,780,15928,Other,32,0.2208,Approve
LENDING-10325,"William Anderson",United Kingdom,32842,0.4448,722,15615,Female,57,0.3567,Approve
LENDING-10326,"James Williams",Japan,44191,0.3554,670,14056,Other,25,0.3809,Approve
LENDING-10327,"Thomas Anderson",Singapore,56580,0.4477,820,19708,Other,47,0.2387,Approve
LENDING-10328,"James Davis",France,49731,0.4547,658,11735,Other,73,0.4210,Reject
LENDING-10329,"Barbara Thomas",France,16018,0.1901,730,5000,Female,24,0.2799,Approve
LENDING-10330,"Barbara Brown",United States,46032,0.1955,663,10586,Female,20,0.3396,Approve
LENDING-10331,"Patricia Anderson",Japan,35948,0.3193,767,16347,Male,52,0.2684,Approve
LENDING-10332,"Elizabeth Smith",United States,16797,0.4688,735,5223,Other,43,0.3577,Approve
LENDING-10333,"Sarah Hernandez",Japan,30660,0.2182,831,5000,Female,37,0.1709,Approve
LENDING-10334,"David Wilson",Canada,21918,0.1318,642,5000,Female,73,0.3555,Reject
LENDING-10335,"William Martinez",Singapore,24141,0.5527,500,5231,Female,24,0.6356,Reject
LENDING-10336,"William Smith",France,43386,0.3722,659,18288,Female,18,0.3983,Approve
LENDING-10337,"Karen Jackson",Germany,38393,0.3425,723,17416,Female,58,0.3221,Approve
LENDING-10338,"Jessica Miller",Singapore,77051,0.1839,662,18721,Female,67,0.3217,Approve
LENDING-10339,"Barbara Brown",Canada,30531,0.2444,725,10968,Female,25,0.2944,Approve
LENDING-10340,"James Thomas",Australia,39212,0.1879,649,6036,Male,70,0.3560,Reject
LENDING-10341,"Richard Martin",Japan,67658,0.2091,678,31755,Male,57,0.3165,Approve
LENDING-10342,"Elizabeth Taylor",Singapore,12292,0.3632,740,5897,Male,22,0.3228,Approve
LENDING-10343,"James Taylor",France,49758,0.0970,681,11357,Other,18,0.2886,Approve
LENDING-10344,"Jessica Anderson",Canada,80665,0.5694,645,14801,Other,53,0.4541,Reject
LENDING-10345,"Thomas Jones",Singapore,28583,0.1246,542,5000,Other,55,0.4591,Reject
LENDING-10346,"Elizabeth Jackson",Singapore,43348,0.4168,569,18708,Other,70,0.5099,Reject
LENDING-10347,"Jessica Thomas",France,40312,0.3420,705,6377,Other,66,0.3406,Approve
LENDING-10348,"Thomas Davis",United States,19603,0.2504,744,5000,Female,64,0.2810,Approve
LENDING-10349,"Jessica Hernandez",United Kingdom,124014,0.4517,632,61713,Male,67,0.4113,Reject
LENDING-10350,"John Thomas",Japan,55104,0.1692,667,23982,Female,72,0.3228,Approve
LENDING-10351,"Patricia Miller",Australia,17418,0.1030,575,5000,Male,20,0.4222,Reject
LENDING-10352,"Barbara Davis",United States,22616,0.4604,649,8632,Male,48,0.4461,Reject
LENDING-10353,"Linda Taylor",Germany,20172,0.1851,732,6795,Male,68,0.2742,Approve
LENDING-10354,"Mary Taylor",Singapore,24559,0.2475,736,5773,Female,72,0.2863,Approve
LENDING-10355,"Barbara Jackson",Japan,60887,0.1752,747,18635,Female,42,0.2345,Approve
LENDING-10356,"James Jones",Singapore,35565,0.4382,598,14945,Female,40,0.4886,Reject
LENDING-10357,"Richard Garcia",Canada,37245,0.5801,696,16105,Male,20,0.4234,Reject
LENDING-10358,"Sarah Moore",Australia,74923,0.3777,729,17235,Female,47,0.3078,Approve
LENDING-10359,"Jennifer Martin",Japan,31454,0.4012,664,5817,Male,25,0.4075,Approve
LENDING-10360,"Jessica Martin",Germany,29209,0.2197,673,5100,Male,63,0.3444,Approve
LENDING-10361,"Joseph Brown",France,19506,0.3640,548,5000,Female,28,0.5289,Reject
LENDING-10362,"Robert Martin",Australia,31834,0.4746,620,7227,Other,76,0.4774,Reject
LENDING-10363,"William Rodriguez",Japan,13816,0.3364,792,5000,Female,42,0.2573,Approve
LENDING-10364,"Charles Smith",United Kingdom,60568,0.2107,748,8936,Other,72,0.2442,Approve
LENDING-10365,"Susan Wilson",United Kingdom,21634,0.2591,610,6502,Other,66,0.4287,Reject
LENDING-10366,"John Jackson",Singapore,49579,0.2854,815,15588,Other,41,0.1990,Approve
LENDING-10367,"James Williams",France,17344,0.3082,692,5000,Female,71,0.3562,Approve
LENDING-10368,"William Anderson",United Kingdom,17292,0.3868,712,5000,Female,72,0.3579,Approve
LENDING-10369,"Karen Anderson",Canada,24776,0.1170,590,10228,Female,33,0.4063,Reject
LENDING-10370,"Joseph Anderson",Australia,58914,0.4139,717,10385,Female,32,0.3398,Reject
LENDING-10371,"Charles Johnson",United States,32643,0.4652,601,12103,Male,42,0.4949,Reject
LENDING-10372,"James Jones",Canada,13585,0.3035,721,6485,Other,53,0.3250,Approve
LENDING-10373,"Mary Rodriguez",United Kingdom,35610,0.3708,697,5097,Other,21,0.3603,Approve
LENDING-10374,"Jessica Moore",France,25106,0.0589,640,7862,Other,19,0.3342,Reject
LENDING-10375,"Patricia Taylor",Germany,19437,0.1925,804,7461,Male,22,0.1982,Approve
LENDING-10376,"Robert Johnson",Singapore,36891,0.3926,802,16177,Other,30,0.2517,Approve
LENDING-10377,"David Lopez",Germany,39648,0.1494,766,16730,Male,50,0.2166,Approve
LENDING-10378,"Joseph Williams",United Kingdom,66889,0.5043,553,12581,Male,67,0.5418,Reject
LENDING-10379,"Linda Taylor",Japan,46130,0.3800,803,12237,Male,53,0.2422,Approve
LENDING-10380,"David Martin",Canada,44209,0.0905,665,14583,Male,70,0.3069,Approve
LENDING-10381,"Barbara Garcia",Japan,52115,0.3054,558,20295,Female,35,0.4841,Reject
LENDING-10382,"Sarah Jackson",United Kingdom,30472,0.4847,836,6183,Male,40,0.2454,Approve
LENDING-10383,"Thomas Jackson",Canada,20248,0.0862,705,8934,Female,39,0.2739,Approve
LENDING-10384,"Charles Garcia",Germany,40305,0.4348,647,11756,Female,64,0.4317,Reject
LENDING-10385,"Patricia Lopez",United States,32956,0.4550,747,8158,Male,60,0.3324,Approve
LENDING-10386,"Elizabeth Martin",United States,17433,0.2751,781,5938,Other,56,0.2491,Approve
LENDING-10387,"John Garcia",Australia,14907,0.1519,767,7284,Female,66,0.2287,Approve
LENDING-10388,"Karen Johnson",United States,54821,0.3357,614,18911,Male,56,0.4308,Reject
LENDING-10389,"Charles Martinez",Australia,45369,0.1731,689,20836,Male,65,0.3049,Approve
LENDING-10390,"Barbara Williams",France,62647,0.1455,737,11613,Female,71,0.2356,Approve
LENDING-10391,"Elizabeth Smith",Germany,38470,0.2951,659,15784,Other,42,0.3777,Approve
LENDING-10392,"Jennifer Wilson",Canada,51063,0.2614,739,6602,Female,67,0.2740,Approve
LENDING-10393,"Joseph Jones",Germany,22504,0.4683,730,6712,Female,42,0.3601,Approve
LENDING-10394,"Michael Gonzalez",United Kingdom,54838,0.3046,601,7224,Male,42,0.4356,Reject
LENDING-10395,"Michael Hernandez",United Kingdom,17738,0.3481,709,6308,Other,60,0.3494,Approve
LENDING-10396,"James Jackson",United States,29878,0.2041,654,12724,Female,76,0.3601,Reject
LENDING-10397,"Charles Martinez",Singapore,37805,0.2300,676,15685,Female,24,0.3399,Approve
LENDING-10398,"Elizabeth Johnson",Germany,34982,0.1739,819,15459,Male,62,0.1685,Approve
LENDING-10399,"Robert Garcia",United States,49195,0.4187,641,12220,Male,35,0.4290,Reject
LENDING-10400,"Michael Garcia",Australia,35441,0.1766,667,16785,Other,57,0.3349,Approve
LENDING-10401,"John Wilson",Singapore,20205,0.5915,640,7934,Male,75,0.4964,Reject
LENDING-10402,"Jennifer Miller",United States,24076,0.3792,594,7184,Female,44,0.4810,Reject
LENDING-10403,"Thomas Taylor",Australia,55233,0.3059,724,21876,Male,59,0.3016,Approve
LENDING-10404,"Robert Rodriguez",France,32956,0.6674,824,5000,Other,59,0.3121,Reject
LENDING-10405,"Jennifer Jackson",Japan,16145,0.4162,723,5000,Other,72,0.3553,Approve
LENDING-10406,"Robert Thomas",Canada,38209,0.4530,583,5717,Female,51,0.5081,Reject
LENDING-10407,"Robert Gonzalez",United States,28213,0.2101,574,8791,Other,60,0.4500,Reject
LENDING-10408,"Jennifer Taylor",Germany,35590,0.1020,619,5126,Other,44,0.3648,Reject
LENDING-10409,"John Anderson",Australia,32113,0.3730,724,9811,Male,44,0.3333,Approve
LENDING-10410,"Robert Jackson",France,43585,0.2164,662,20772,Male,34,0.3482,Approve
LENDING-10411,"John Smith",United States,38770,0.3952,726,12755,Female,45,0.3344,Approve
LENDING-10412,"Karen Martin",United States,17473,0.3043,765,5540,Male,59,0.2753,Approve
LENDING-10413,"Patricia Garcia",Australia,21195,0.4644,680,6865,Other,38,0.4142,Reject
LENDING-10414,"Sarah Martinez",United States,44741,0.2568,658,8442,Female,51,0.3641,Approve
LENDING-10415,"Patricia Johnson",Canada,67878,0.2707,694,7868,Male,48,0.3175,Approve
LENDING-10416,"James Martin",Germany,23224,0.3857,734,7027,Female,37,0.3306,Approve
LENDING-10417,"Robert Johnson",Australia,13674,0.0369,749,5924,Male,74,0.2144,Approve
LENDING-10418,"Joseph Lopez",Australia,31176,0.2980,739,5000,Female,33,0.2949,Approve
LENDING-10419,"John Johnson",France,51638,0.3509,651,12664,Female,33,0.3965,Reject
LENDING-10420,"James Lopez",Australia,51588,0.1925,623,20962,Female,75,0.3796,Reject
LENDING-10421,"John Brown",United States,33587,0.1160,775,13546,Female,43,0.1998,Approve
LENDING-10422,"Linda Smith",Singapore,53436,0.2385,518,19280,Female,21,0.5070,Reject
LENDING-10423,"Mary Lopez",United Kingdom,60778,0.2811,833,18439,Male,71,0.1725,Approve
LENDING-10424,"Robert Anderson",United Kingdom,42251,0.2521,796,15401,Other,76,0.2134,Approve
LENDING-10425,"Richard Miller",Canada,65151,0.3956,843,20099,Other,66,0.1937,Approve
LENDING-10426,"Michael Martin",Canada,40593,0.2502,642,8100,Male,31,0.3817,Reject
LENDING-10427,"Jennifer Rodriguez",France,48496,0.3768,624,17191,Other,22,0.4353,Reject
LENDING-10428,"Susan Gonzalez",Australia,29637,0.4599,666,6490,Female,43,0.4239,Reject
LENDING-10429,"Richard Wilson",United States,36432,0.2988,679,7594,Male,67,0.3580,Approve
LENDING-10430,"Elizabeth Lopez",Germany,25229,0.0907,629,7008,Other,24,0.3557,Reject
LENDING-10431,"William Anderson",Germany,33893,0.2099,850,11455,Male,25,0.1460,Approve
LENDING-10432,"Karen Thomas",Japan,23221,0.4077,642,10229,Other,32,0.4376,Reject
LENDING-10433,"Patricia Williams",United Kingdom,26750,0.3287,817,11560,Male,40,0.2212,Approve
LENDING-10434,"Jennifer Jackson",Australia,52013,0.4128,678,5619,Other,22,0.3855,Reject
LENDING-10435,"Robert Davis",France,69762,0.3214,761,7971,Female,49,0.2586,Approve
LENDING-10436,"James Lopez",Germany,28030,0.1182,845,8628,Other,54,0.1269,Approve
LENDING-10437,"Michael Jones",United Kingdom,36561,0.2741,565,5000,Other,66,0.4749,Reject
LENDING-10438,"Joseph Brown",United States,30178,0.5563,657,13010,Other,40,0.4623,Reject
LENDING-10439,"Thomas Thomas",Canada,37536,0.3836,787,9391,Male,50,0.2650,Approve
LENDING-10440,"Joseph Miller",United States,10709,0.2317,780,5000,Female,59,0.2405,Approve
LENDING-10441,"Thomas Anderson",Canada,21309,0.2768,797,10099,Male,53,0.2302,Approve
LENDING-10442,"Patricia Jackson",United Kingdom,64042,0.0981,786,21310,Female,18,0.1672,Approve
LENDING-10443,"Karen Johnson",Canada,97830,0.2561,783,13833,Female,76,0.2010,Approve
LENDING-10444,"Jessica Williams",Canada,40325,0.0751,721,11568,Male,27,0.2431,Approve
LENDING-10445,"Karen Williams",United Kingdom,42515,0.3900,713,13150,Other,41,0.3452,Approve
LENDING-10446,"Mary Thomas",Australia,17315,0.2472,691,5000,Other,60,0.3390,Approve
LENDING-10447,"William Jones",Australia,35594,0.1382,629,13535,Female,71,0.3648,Reject
LENDING-10448,"Jessica Davis",United Kingdom,26714,0.6309,715,5000,Other,65,0.4232,Reject
LENDING-10449,"Jennifer Hernandez",Japan,38110,0.3583,833,17520,Male,75,0.2070,Approve
LENDING-10450,"Patricia Davis",United States,45605,0.4011,850,20906,Male,66,0.1975,Approve
LENDING-10451,"David Johnson",Germany,59665,0.5392,803,26126,Female,70,0.2832,Reject
LENDING-10452,"Michael Brown",Australia,20916,0.2635,782,10007,Female,35,0.2428,Approve
LENDING-10453,"Michael Anderson",France,63662,0.3331,711,19593,Female,64,0.3197,Approve
LENDING-10454,"Thomas Thomas",United Kingdom,45057,0.6021,657,9569,Female,27,0.4686,Reject
LENDING-10455,"Barbara Wilson",Japan,24649,0.1412,710,5000,Female,76,0.2828,Approve
LENDING-10456,"Michael Miller",Singapore,29738,0.3669,742,14725,Female,44,0.3130,Approve
LENDING-10457,"William Garcia",United States,27084,0.3852,706,8373,Male,67,0.3591,Approve
LENDING-10458,"Barbara Wilson",Singapore,25413,0.1280,602,5000,Other,47,0.3962,Reject
LENDING-10459,"Charles Jackson",Singapore,16247,0.1850,615,5031,Other,19,0.4037,Reject
LENDING-10460,"Jessica Rodriguez",France,10452,0.2773,701,5000,Other,67,0.3405,Approve
LENDING-10461,"Robert Hernandez",Australia,82429,0.3631,668,13154,Other,55,0.3663,Approve
LENDING-10462,"Robert Gonzalez",Canada,44560,0.4910,706,14068,Male,72,0.3821,Reject
LENDING-10463,"Thomas Rodriguez",United States,21945,0.0942,530,5000,Female,76,0.4664,Reject
LENDING-10464,"Sarah Williams",Australia,19075,0.2441,741,5284,Male,35,0.2826,Approve
LENDING-10465,"James Martinez",Singapore,28285,0.2187,697,5013,Female,75,0.3184,Approve
LENDING-10466,"Mary Garcia",Singapore,98688,0.2779,671,33654,Female,57,0.3293,Approve
LENDING-10467,"Linda Anderson",United States,27476,0.3558,652,5000,Female,64,0.4090,Reject
LENDING-10468,"Thomas Lopez",Japan,36410,0.4982,654,5000,Male,27,0.4451,Reject
LENDING-10469,"Michael Gonzalez",Germany,46230,0.3421,687,15385,Other,21,0.3573,Approve
LENDING-10470,"Jessica Davis",Japan,81637,0.3665,594,29820,Female,67,0.4484,Reject
LENDING-10471,"Barbara Johnson",Japan,41933,0.2926,813,16963,Other,66,0.2072,Approve
LENDING-10472,"Barbara Wilson",Canada,82686,0.2938,740,15725,Male,25,0.2668,Approve
LENDING-10473,"Jessica Rodriguez",Germany,55873,0.1754,826,13008,Male,60,0.1509,Approve
LENDING-10474,"James Lopez",United Kingdom,34317,0.2701,707,12259,Male,32,0.3199,Approve
LENDING-10475,"Jennifer Brown",Australia,47157,0.4425,630,14794,Male,46,0.4492,Reject
LENDING-10476,"Sarah Lopez",Germany,48340,0.4718,658,22955,Male,19,0.4268,Reject
LENDING-10477,"Mary Williams",Australia,41353,0.3547,743,15162,Male,40,0.3025,Approve
LENDING-10478,"Mary Smith",Germany,31920,0.3957,765,5000,Female,27,0.2955,Approve
LENDING-10479,"Charles Moore",United Kingdom,30549,0.0268,648,11743,Other,52,0.3131,Reject
LENDING-10480,"John Miller",Canada,31855,0.2963,600,10546,Female,63,0.4457,Reject
LENDING-10481,"Barbara Jackson",Singapore,29550,0.1698,694,10800,Other,36,0.3063,Approve
LENDING-10482,"James Martin",United States,76249,0.2018,784,10359,Female,58,0.1944,Approve
LENDING-10483,"Susan Garcia",Germany,16008,0.2631,781,5258,Male,66,0.2462,Approve
LENDING-10484,"Charles Martinez",United States,33327,0.3274,849,5373,Other,46,0.1826,Approve
LENDING-10485,"Thomas Anderson",Germany,38858,0.3505,790,7648,Female,43,0.2512,Approve
LENDING-10486,"Jennifer Hernandez",France,51504,0.0707,697,15987,Female,28,0.2624,Approve
LENDING-10487,"James Hernandez",United States,40981,0.3604,757,19088,Female,74,0.2891,Approve
LENDING-10488,"Michael Anderson",Singapore,43647,0.3176,703,13246,Male,43,0.3338,Approve
LENDING-10489,"Michael Jones",United Kingdom,38898,0.4319,683,8376,Other,24,0.3923,Reject
LENDING-10490,"Barbara Jones",Germany,20982,0.4516,564,5556,Female,20,0.5370,Reject
LENDING-10491,"Thomas Gonzalez",Singapore,24933,0.0573,760,11464,Other,58,0.2029,Approve
LENDING-10492,"John Anderson",United States,49580,0.5273,843,21845,Male,74,0.2410,Reject
LENDING-10493,"Thomas Thomas",United Kingdom,36792,0.3709,692,15451,Male,68,0.3652,Approve
LENDING-10494,"Charles Moore",Germany,43816,0.3138,762,8089,Other,19,0.2682,Approve
LENDING-10495,"Charles Johnson",Canada,99568,0.1012,673,21617,Other,77,0.2737,Approve
LENDING-10496,"Barbara Taylor",Germany,35242,0.5799,721,16710,Female,41,0.3971,Reject
LENDING-10497,"Patricia Jackson",Singapore,29509,0.1948,648,10741,Male,71,0.3640,Reject
LENDING-10498,"James Jackson",United States,32607,0.2062,744,9712,Female,64,0.2612,Approve
LENDING-10499,"John Wilson",United Kingdom,47349,0.3131,546,11583,Male,52,0.5019,Reject
LENDING-10500,"David Williams",Australia,30990,0.5385,850,14573,Female,73,0.2461,Reject
LENDING-10501,"David Davis",Canada,39202,0.2067,637,5000,Female,60,0.3748,Reject
LENDING-10502,"Linda Lopez",United Kingdom,56240,0.2262,818,22025,Male,26,0.1746,Approve
LENDING-10503,"Patricia Wilson",France,60521,0.3756,699,30061,Female,26,0.3471,Approve
LENDING-10504,"Richard Rodriguez",United States,32061,0.3985,740,5000,Male,59,0.3235,Approve
LENDING-10505,"Sarah Gonzalez",Japan,38075,0.3531,792,6616,Male,55,0.2502,Approve
LENDING-10506,"Thomas Brown",United States,61616,0.3562,616,22615,Other,38,0.4313,Reject
LENDING-10507,"Karen Brown",United Kingdom,18323,0.4494,631,5833,Female,69,0.4646,Reject
LENDING-10508,"Linda Miller",Canada,68666,0.2291,850,12922,Male,76,0.1344,Approve
LENDING-10509,"David Thomas",Germany,27563,0.2383,779,7443,Female,60,0.2352,Approve
LENDING-10510,"Barbara Johnson",Australia,21255,0.2885,727,5000,Male,40,0.3101,Approve
LENDING-10511,"David Jackson",France,49656,0.4680,747,12194,Male,28,0.3279,Approve
LENDING-10512,"David Lopez",Canada,50851,0.1881,707,5818,Female,49,0.2870,Approve
LENDING-10513,"William Lopez",Canada,13972,0.2081,693,6486,Other,40,0.3267,Approve
LENDING-10514,"William Rodriguez",United Kingdom,27732,0.0021,722,5000,Other,27,0.2264,Approve
LENDING-10515,"Patricia Taylor",Germany,61932,0.4816,743,18171,Female,67,0.3302,Approve
LENDING-10516,"Linda Hernandez",United Kingdom,30467,0.2870,724,7420,Female,40,0.3083,Approve
LENDING-10517,"Richard Miller",France,18212,0.4628,632,5000,Male,34,0.4676,Reject
LENDING-10518,"Karen Martinez",Germany,63013,0.2583,726,10857,Male,64,0.2813,Approve
